INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,Numbers
I182049748,301,Robbery,ROBBERY - STREET,A15,56,,2018/6/25 5:15,2018,6,Monday,5,Part One,GREEN ST,42.37601727,-71.06391748,"(42.37601727, -71.06391748)",1
I182049535,301,Robbery,ROBBERY - STREET,A15,42,,2018/6/24 23:28,2018,6,Sunday,23,Part One,OLD LANDING WAY,42.37982191,-71.0554713,"(42.37982191, -71.05547130)",1
I182049501,301,Robbery,ROBBERY - STREET,D4,170,,2018/6/24 21:04,2018,6,Sunday,21,Part One,E SPRINGFIELD ST,42.3354595,-71.07448891,"(42.33545950, -71.07448891)",1
I182049361,301,Robbery,ROBBERY - STREET,A1,119,,2018/6/23 21:00,2018,6,Saturday,21,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)",1
I182049283,301,Robbery,ROBBERY - STREET,C6,186,,2018/6/24 1:31,2018,6,Sunday,1,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)",1
I182049040,301,Robbery,ROBBERY - STREET,D4,171,,2018/6/23 6:30,2018,6,Saturday,6,Part One,E BERKELEY ST,42.34393909,-71.06594762,"(42.34393909, -71.06594762)",1
I182049007,301,Robbery,ROBBERY - STREET,A1,119,,2018/6/23 2:45,2018,6,Saturday,2,Part One,TREMONT ST,42.35637531,-71.06213513,"(42.35637531, -71.06213513)",1
I182048992,301,Robbery,ROBBERY - STREET,D4,271,,2018/6/23 2:37,2018,6,Saturday,2,Part One,WASHINGTON ST,42.3353741,-71.0783156,"(42.33537410, -71.07831560)",1
I182048687,301,Robbery,ROBBERY - STREET,D4,168,,2018/6/22 5:43,2018,6,Friday,5,Part One,E CONCORD ST,42.33648039,-71.07321503,"(42.33648039, -71.07321503)",1
I182048663,301,Robbery,ROBBERY - STREET,A1,78,,2018/6/22 1:08,2018,6,Friday,1,Part One,NEW SUDBURY ST,42.36262318,-71.05793495,"(42.36262318, -71.05793495)",1
I182048476,301,Robbery,ROBBERY - STREET,D4,169,,2018/6/21 10:34,2018,6,Thursday,10,Part One,E CONCORD ST,42.33572403,-71.07232651,"(42.33572403, -71.07232651)",1
I182048475,301,Robbery,ROBBERY - STREET,C11,402,,2018/6/21 5:10,2018,6,Thursday,5,Part One,DORCHESTER AVE,42.28526024,-71.06444063,"(42.28526024, -71.06444063)",1
I182048381,301,Robbery,ROBBERY - STREET,A1,111,,2018/6/21 5:50,2018,6,Thursday,5,Part One,TREMONT ST,42.35311007,-71.06432264,"(42.35311007, -71.06432264)",1
I182047857,301,Robbery,ROBBERY - STREET,A15,900,,2018/6/19 14:40,2018,6,Tuesday,14,Part One,CARNEY CT,42.37915428,-71.06022431,"(42.37915428, -71.06022431)",1
I182047757,301,Robbery,ROBBERY - STREET,B2,265,,2018/6/15 20:00,2018,6,Friday,20,Part One,CLIFFORD ST,42.31985444,-71.07972518,"(42.31985444, -71.07972518)",1
I182047672,301,Robbery,ROBBERY - STREET,B3,481,,2018/6/18 23:05,2018,6,Monday,23,Part One,CUMMINS HWY,42.26833327,-71.09541448,"(42.26833327, -71.09541448)",1
I182047633,301,Robbery,ROBBERY - STREET,B3,449,,2018/6/18 20:25,2018,6,Monday,20,Part One,MILLET ST,42.29277639,-71.07659233,"(42.29277639, -71.07659233)",1
I182047158,301,Robbery,ROBBERY - STREET,A7,26,,2018/6/17 9:05,2018,6,Sunday,9,Part One,BORDER ST,42.38229155,-71.04036424,"(42.38229155, -71.04036424)",1
I182047120,301,Robbery,ROBBERY - STREET,A1,119,,2018/6/17 2:51,2018,6,Sunday,2,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)",1
I182047108,301,Robbery,ROBBERY - STREET,C6,177,,2018/6/17 2:09,2018,6,Sunday,2,Part One,MASSACHUSETTS AVE,42.32952684,-71.06917216,"(42.32952684, -71.06917216)",1
I182047007,301,Robbery,ROBBERY - STREET,D4,285,,2018/6/16 18:57,2018,6,Saturday,18,Part One,SUSSEX ST,42.33622661,-71.08408673,"(42.33622661, -71.08408673)",1
I182046547,301,Robbery,ROBBERY - STREET,B2,180,,2018/6/14 22:30,2018,6,Thursday,22,Part One,BLUE HILL AVE,42.3252158,-71.07492178,"(42.32521580, -71.07492178)",1
I182046461,301,Robbery,ROBBERY - STREET,A1,118,,2018/6/15 2:19,2018,6,Friday,2,Part One,BOYLSTON ST,42.35251005,-71.06719166,"(42.35251005, -71.06719166)",1
I182046098,301,Robbery,ROBBERY - STREET,D4,903,,2018/6/13 22:00,2018,6,Wednesday,22,Part One,LATTIMORE CT,42.33676619,-71.08205122,"(42.33676619, -71.08205122)",1
I182045702,301,Robbery,ROBBERY - STREET,C6,914,,2018/6/12 19:15,2018,6,Tuesday,19,Part One,MONSIGNOR DENNIS F O'CALL,42.32476494,-71.05340359,"(42.32476494, -71.05340359)",1
I182045206,301,Robbery,ROBBERY - STREET,A1,101,,2018/6/8 12:43,2018,6,Friday,12,Part One,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)",1
I182044936,301,Robbery,ROBBERY - STREET,C11,402,,2018/6/10 13:15,2018,6,Sunday,13,Part One,DORCHESTER AVE,42.28526024,-71.06444063,"(42.28526024, -71.06444063)",1
I182044923,301,Robbery,ROBBERY - STREET,B3,406,,2018/6/10 13:33,2018,6,Sunday,13,Part One,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)",1
I182044892,301,Robbery,ROBBERY - STREET,E5,732,,2018/6/8 23:00,2018,6,Friday,23,Part One,TEMPLE ST,42.27980181,-71.16196326,"(42.27980181, -71.16196326)",1
I182044854,301,Robbery,ROBBERY - STREET,B2,316,,2018/6/10 2:45,2018,6,Sunday,2,Part One,HAROLD ST,42.31331114,-71.09231517,"(42.31331114, -71.09231517)",1
I182044832,301,Robbery,ROBBERY - STREET,C11,392,,2018/6/10 0:51,2018,6,Sunday,0,Part One,ADAMS ST,42.28824992,-71.05536739,"(42.28824992, -71.05536739)",1
I182044724,301,Robbery,ROBBERY - STREET,B2,329,,2018/6/9 15:56,2018,6,Saturday,15,Part One,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)",1
I182044586,301,Robbery,ROBBERY - STREET,A1,123,,2018/6/9 3:33,2018,6,Saturday,3,Part One,OAK ST,42.34823537,-71.06288251,"(42.34823537, -71.06288251)",1
I182044249,301,Robbery,ROBBERY - STREET,D4,143,,2018/6/8 4:09,2018,6,Friday,4,Part One,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",1
I182043997,301,Robbery,ROBBERY - STREET,A1,97,,2018/6/5 0:00,2018,6,Tuesday,0,Part One,TREMONT ST,42.35907171,-71.05973044,"(42.35907171, -71.05973044)",1
I182043961,301,Robbery,ROBBERY - STREET,A7,2,,2018/6/6 18:30,2018,6,Wednesday,18,Part One,FAYWOOD AVE,42.39214603,-71.00893922,"(42.39214603, -71.00893922)",1
I182043908,301,Robbery,ROBBERY - STREET,B3,426,,2018/6/7 1:26,2018,6,Thursday,1,Part One,RIVER ST,42.26871441,-71.09221139,"(42.26871441, -71.09221139)",1
I182043896,301,Robbery,ROBBERY - STREET,A1,173,,2018/6/7 0:17,2018,6,Thursday,0,Part One,ATLANTIC AVE,42.3499784,-71.05683752,"(42.34997840, -71.05683752)",1
I182043333,301,Robbery,ROBBERY - STREET,D4,170,,2018/6/5 12:04,2018,6,Tuesday,12,Part One,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)",1
I182043005,301,Robbery,ROBBERY - STREET,B2,257,,2018/6/4 7:58,2018,6,Monday,7,Part One,HANCOCK ST,42.31558145,-71.0661489,"(42.31558145, -71.06614890)",1
I182042747,301,Robbery,ROBBERY - STREET,B2,566,,2018/6/3 4:38,2018,6,Sunday,4,Part One,FRANKLIN PARK RD,42.30238064,-71.0871183,"(42.30238064, -71.08711830)",1
I182042709,301,Robbery,ROBBERY - STREET,B3,449,,2018/6/3 0:51,2018,6,Sunday,0,Part One,TALBOT AVE,42.29196961,-71.07795509,"(42.29196961, -71.07795509)",1
I182042677,301,Robbery,ROBBERY - STREET,C11,358,,2018/6/2 22:11,2018,6,Saturday,22,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)",1
I182042556,301,Robbery,ROBBERY - STREET,E13,574,,2018/6/2 14:16,2018,6,Saturday,14,Part One,OPHIR ST,42.31087647,-71.1044458,"(42.31087647, -71.10444580)",1
I182042467,301,Robbery,ROBBERY - STREET,A1,124,,2018/6/2 7:01,2018,6,Saturday,7,Part One,HARRISON AVE,42.34753377,-71.0627565,"(42.34753377, -71.06275650)",1
I182042039,301,Robbery,ROBBERY - STREET,B3,432,,2018/5/31 21:21,2018,5,Thursday,21,Part One,NORFOLK ST,42.28287754,-71.08474489,"(42.28287754, -71.08474489)",1
I182042030,301,Robbery,ROBBERY - STREET,B2,308,,2018/5/30 23:49,2018,5,Wednesday,23,Part One,MUNROE ST,42.3185759,-71.08767243,"(42.31857590, -71.08767243)",1
I182041701,301,Robbery,ROBBERY - STREET,C11,332,,2018/5/30 20:33,2018,5,Wednesday,20,Part One,GLENDALE ST,42.31288478,-71.06698234,"(42.31288478, -71.06698234)",1
I182041372,301,Robbery,ROBBERY - STREET,A7,26,,2018/5/29 20:12,2018,5,Tuesday,20,Part One,MERIDIAN ST,42.37374231,-71.03905688,"(42.37374231, -71.03905688)",1
I182041206,301,Robbery,ROBBERY - STREET,A7,27,,2018/5/29 12:00,2018,5,Tuesday,12,Part One,HAVRE ST,42.36953195,-71.0412243,"(42.36953195, -71.04122430)",1
I182041086,301,Robbery,ROBBERY - STREET,E13,304,,2018/5/29 3:59,2018,5,Tuesday,3,Part One,WASHINGTON ST,42.31615184,-71.09795135,"(42.31615184, -71.09795135)",1
I182040985,301,Robbery,ROBBERY - STREET,B2,288,,2018/5/28 18:07,2018,5,Monday,18,Part One,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)",1
I182040953,301,Robbery,ROBBERY - STREET,A1,91,,2018/5/28 16:45,2018,5,Monday,16,Part One,HANOVER ST,42.36339154,-71.05488123,"(42.36339154, -71.05488123)",1
I182040399,301,Robbery,ROBBERY - STREET,B2,287,,2018/5/24 18:10,2018,5,Thursday,18,Part One,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)",1
I182040322,301,Robbery,ROBBERY - STREET,B2,324,,2018/5/26 9:01,2018,5,Saturday,9,Part One,BROOKFORD ST,42.31840696,-71.0763541,"(42.31840696, -71.07635410)",1
I182040277,301,Robbery,ROBBERY - STREET,A7,35,,2018/5/26 2:50,2018,5,Saturday,2,Part One,ORLEANS ST,42.368114,-71.03798232,"(42.36811400, -71.03798232)",1
I182040240,301,Robbery,ROBBERY - STREET,D4,620,,2018/5/25 23:24,2018,5,Friday,23,Part One,BURBANK ST,42.34447409,-71.08889326,"(42.34447409, -71.08889326)",1
I182040201,301,Robbery,ROBBERY - STREET,A7,27,,2018/5/25 20:44,2018,5,Friday,20,Part One,MAVERICK ST,42.37029336,-71.03925861,"(42.37029336, -71.03925861)",1
I182039676,301,Robbery,ROBBERY - STREET,A1,112,,2018/5/24 3:00,2018,5,Thursday,3,Part One,AVENUE DE LAFAYETTE,42.35331987,-71.06102314,"(42.35331987, -71.06102314)",1
I182039649,301,Robbery,ROBBERY - STREET,B2,316,,2018/5/24 3:22,2018,5,Thursday,3,Part One,HOMESTEAD ST,42.31342215,-71.09348975,"(42.31342215, -71.09348975)",1
I182039608,301,Robbery,ROBBERY - STREET,B2,309,,2018/5/23 22:01,2018,5,Wednesday,22,Part One,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)",1
I182039564,301,Robbery,ROBBERY - STREET,A15,54,,2018/5/23 18:54,2018,5,Wednesday,18,Part One,HOLDEN ROW,42.37826676,-71.06520304,"(42.37826676, -71.06520304)",1
I182039458,301,Robbery,ROBBERY - STREET,A15,54,,2018/5/21 7:00,2018,5,Monday,7,Part One,WALKER ST,42.3791344,-71.06685375,"(42.37913440, -71.06685375)",1
I182039263,301,Robbery,ROBBERY - STREET,D4,133,,2018/5/23 2:15,2018,5,Wednesday,2,Part One,ARLINGTON ST,42.35287295,-71.07118968,"(42.35287295, -71.07118968)",1
I182039188,301,Robbery,ROBBERY - STREET,A7,902,,2018/5/22 20:13,2018,5,Tuesday,20,Part One,LEWIS MALL,42.36849441,-71.04004705,"(42.36849441, -71.04004705)",1
I182039168,301,Robbery,ROBBERY - STREET,A15,55,,2018/5/22 18:38,2018,5,Tuesday,18,Part One,HANCOCK ST,42.37845716,-71.06251441,"(42.37845716, -71.06251441)",1
I182038583,301,Robbery,ROBBERY - STREET,A1,116,,2018/5/21 5:45,2018,5,Monday,5,Part One,HUDSON ST,42.35074197,-71.06006135,"(42.35074197, -71.06006135)",1
I182038285,301,Robbery,ROBBERY - STREET,C11,342,,2018/5/20 0:01,2018,5,Sunday,0,Part One,BLAKEVILLE ST,42.30387085,-71.07048462,"(42.30387085, -71.07048462)",1
I182038086,301,Robbery,ROBBERY - STREET,E13,307,,2018/5/18 21:00,2018,5,Friday,21,Part One,COLUMBUS AVE,42.31590032,-71.09820045,"(42.31590032, -71.09820045)",1
I182037852,301,Robbery,ROBBERY - STREET,A15,56,,2018/5/17 22:30,2018,5,Thursday,22,Part One,GREEN ST,42.37601727,-71.06391748,"(42.37601727, -71.06391748)",1
I182037836,301,Robbery,ROBBERY - STREET,A1,111,,2018/5/18 12:38,2018,5,Friday,12,Part One,TREMONT ST,42.35311007,-71.06432264,"(42.35311007, -71.06432264)",1
I182037755,301,Robbery,ROBBERY - STREET,B3,463,,2018/5/15 18:30,2018,5,Tuesday,18,Part One,BLUE HILL AVE,42.29489981,-71.08805852,"(42.29489981, -71.08805852)",1
I182037192,301,Robbery,ROBBERY - STREET,A1,97,,2018/5/10 2:00,2018,5,Thursday,2,Part One,PI ALY,42.35811879,-71.0584551,"(42.35811879, -71.05845510)",1
I182037043,301,Robbery,ROBBERY - STREET,B3,438,,2018/5/15 20:04,2018,5,Tuesday,20,Part One,SOUTHERN AVE,42.29026233,-71.07473856,"(42.29026233, -71.07473856)",1
I182036750,301,Robbery,ROBBERY - STREET,B2,276,,2018/5/15 0:36,2018,5,Tuesday,0,Part One,SHAWMUT AVE,42.33248759,-71.08365801,"(42.33248759, -71.08365801)",1
I182036463,301,Robbery,ROBBERY - STREET,D4,130,,2018/5/14 2:25,2018,5,Monday,2,Part One,DARTMOUTH ST,42.34762277,-71.07606735,"(42.34762277, -71.07606735)",1
I182036259,301,Robbery,ROBBERY - STREET,A1,116,,2018/5/13 4:35,2018,5,Sunday,4,Part One,KINGSTON ST,42.35202275,-71.05932,"(42.35202275, -71.05932000)",1
I182036105,301,Robbery,ROBBERY - STREET,A7,16,,2018/5/12 14:34,2018,5,Saturday,14,Part One,SARATOGA ST,42.38064063,-71.02556481,"(42.38064063, -71.02556481)",1
I182035990,301,Robbery,ROBBERY - STREET,C11,361,,2018/5/12 1:56,2018,5,Saturday,1,Part One,ALLSTON ST,42.29168992,-71.06671068,"(42.29168992, -71.06671068)",1
I182035974,301,Robbery,ROBBERY - STREET,E5,559,,2018/5/11 23:30,2018,5,Friday,23,Part One,WASHINGTON ST,42.28180103,-71.13311579,"(42.28180103, -71.13311579)",1
I182035690,301,Robbery,ROBBERY - STREET,A1,111,,2018/5/11 5:53,2018,5,Friday,5,Part One,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)",1
I182035679,301,Robbery,ROBBERY - STREET,B2,183,,2018/5/11 1:44,2018,5,Friday,1,Part One,LEYLAND ST,42.32066147,-71.07067867,"(42.32066147, -71.07067867)",1
I182035677,301,Robbery,ROBBERY - STREET,B3,428,,2018/5/11 1:20,2018,5,Friday,1,Part One,BLUE HILL AVE,42.28374569,-71.09153583,"(42.28374569, -71.09153583)",1
I182035476,301,Robbery,ROBBERY - STREET,C6,175,,2018/5/10 13:25,2018,5,Thursday,13,Part One,ATKINSON ST,42.33189752,-71.06908191,"(42.33189752, -71.06908191)",1
I182035074,301,Robbery,ROBBERY - STREET,B2,257,,2018/4/30 10:00,2018,4,Monday,10,Part One,COLUMBIA RD,42.31685976,-71.06527513,"(42.31685976, -71.06527513)",1
I182035050,301,Robbery,ROBBERY - STREET,A1,94,,2018/5/9 2:00,2018,5,Wednesday,2,Part One,STATE ST,42.359287,-71.05379102,"(42.35928700, -71.05379102)",1
I182035010,301,Robbery,ROBBERY - STREET,A7,22,,2018/5/8 21:15,2018,5,Tuesday,21,Part One,MARION ST,42.37575891,-71.03536688,"(42.37575891, -71.03536688)",1
I182034978,301,Robbery,ROBBERY - STREET,A15,900,,2018/5/8 18:02,2018,5,Tuesday,18,Part One,TUFTS ST,42.37877257,-71.05677893,"(42.37877257, -71.05677893)",1
I182034895,301,Robbery,ROBBERY - STREET,B3,459,,2018/5/7 17:20,2018,5,Monday,17,Part One,COLUMBIA RD,42.30391611,-71.08259618,"(42.30391611, -71.08259618)",1
I182034694,301,Robbery,ROBBERY - STREET,B3,427,,2018/5/7 16:02,2018,5,Monday,16,Part One,NORFOLK ST,42.27897754,-71.08954272,"(42.27897754, -71.08954272)",1
I182034093,301,Robbery,ROBBERY - STREET,C11,335,,2018/5/5 23:09,2018,5,Saturday,23,Part One,BARRY ST,42.30977065,-71.06699385,"(42.30977065, -71.06699385)",1
I182034083,301,Robbery,ROBBERY - STREET,B2,280,,2018/5/5 22:44,2018,5,Saturday,22,Part One,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)",1
I182034049,301,Robbery,ROBBERY - STREET,C6,176,,2018/5/5 19:37,2018,5,Saturday,19,Part One,MOORE ST,42.33126177,-71.06588201,"(42.33126177, -71.06588201)",1
I182033852,301,Robbery,ROBBERY - STREET,A1,112,,2018/5/5 1:11,2018,5,Saturday,1,Part One,CHAUNCY ST,42.35251737,-71.06112927,"(42.35251737, -71.06112927)",1
I182033849,301,Robbery,ROBBERY - STREET,A1,111,,2018/5/5 2:37,2018,5,Saturday,2,Part One,WASHINGTON ST,42.35358129,-71.06236665,"(42.35358129, -71.06236665)",1
I182033825,301,Robbery,ROBBERY - STREET,D4,627,,2018/5/4 22:15,2018,5,Friday,22,Part One,BOYLSTON ST,42.3436134,-71.10130276,"(42.34361340, -71.10130276)",1
I182033460,301,Robbery,ROBBERY - STREET,C6,174,,2018/5/3 21:56,2018,5,Thursday,21,Part One,SOUTHAMPTON ST,42.32962107,-71.05763827,"(42.32962107, -71.05763827)",1
I182033082,301,Robbery,ROBBERY - STREET,B2,309,,2018/5/2 19:05,2018,5,Wednesday,19,Part One,S CHARLAME CT,42.31939136,-71.08544157,"(42.31939136, -71.08544157)",1
I182033035,301,Robbery,ROBBERY - STREET,E18,519,,2018/5/2 16:35,2018,5,Wednesday,16,Part One,RIVER ST,42.25604138,-71.12102424,"(42.25604138, -71.12102424)",1
I182032425,301,Robbery,ROBBERY - STREET,B2,298,,2018/4/30 17:43,2018,4,Monday,17,Part One,DALE ST,42.32328409,-71.08937234,"(42.32328409, -71.08937234)",1
I182032150,301,Robbery,ROBBERY - STREET,A15,38,,2018/4/29 19:01,2018,4,Sunday,19,Part One,FIRST AVE,42.37749764,-71.05031219,"(42.37749764, -71.05031219)",1
I182032140,301,Robbery,ROBBERY - STREET,A7,824,,2018/4/29 17:55,2018,4,Sunday,17,Part One,LEXINGTON ST,42.37987589,-71.03171809,"(42.37987589, -71.03171809)",1
I182031735,301,Robbery,ROBBERY - STREET,B2,263,,2018/4/28 0:18,2018,4,Saturday,0,Part One,DUDLEY ST,42.32297261,-71.07317313,"(42.32297261, -71.07317313)",1
I182031729,301,Robbery,ROBBERY - STREET,C11,353,,2018/4/28 5:03,2018,4,Saturday,5,Part One,WILLIAM T MORRISSEY BLVD,42.30027016,-71.04967147,"(42.30027016, -71.04967147)",1
I182031416,301,Robbery,ROBBERY - STREET,C11,362,,2018/4/27 0:50,2018,4,Friday,0,Part One,KENWOOD ST,42.29167441,-71.07172281,"(42.29167441, -71.07172281)",1
I182031361,301,Robbery,ROBBERY - STREET,C11,362,,2018/4/26 18:40,2018,4,Thursday,18,Part One,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)",1
I182031361,301,Robbery,ROBBERY - STREET,C11,362,,2018/4/26 18:40,2018,4,Thursday,18,Part One,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)",1
I182031335,301,Robbery,ROBBERY - STREET,C6,179,,2018/4/26 12:50,2018,4,Thursday,12,Part One,GERARD ST,42.3322228,-71.07167184,"(42.33222280, -71.07167184)",1
I182031003,301,Robbery,ROBBERY - STREET,D4,271,,2018/4/25 12:30,2018,4,Wednesday,12,Part One,HARRISON AVE,42.33478683,-71.07532946,"(42.33478683, -71.07532946)",1
I182030980,301,Robbery,ROBBERY - STREET,B2,265,,2018/4/25 14:52,2018,4,Wednesday,14,Part One,ALASKA ST,42.3210436,-71.07865897,"(42.32104360, -71.07865897)",1
I182030867,301,Robbery,ROBBERY - STREET,B3,458,,2018/4/25 8:06,2018,4,Wednesday,8,Part One,MICHIGAN AVE,42.30250605,-71.083294,"(42.30250605, -71.08329400)",1
I182030013,301,Robbery,ROBBERY - STREET,B2,317,,2018/4/22 4:50,2018,4,Sunday,4,Part One,HOMESTEAD ST,42.31014403,-71.08759179,"(42.31014403, -71.08759179)",1
I182029769,301,Robbery,ROBBERY - STREET,A1,117,,2018/4/21 2:30,2018,4,Saturday,2,Part One,WASHINGTON ST,42.35213476,-71.06266757,"(42.35213476, -71.06266757)",1
I182029362,301,Robbery,ROBBERY - STREET,D4,618,,2018/4/19 20:15,2018,4,Thursday,20,Part One,HUNTINGTON AVE,42.34091586,-71.08771531,"(42.34091586, -71.08771531)",1
I182029155,301,Robbery,ROBBERY - STREET,E13,567,,2018/4/19 6:30,2018,4,Thursday,6,Part One,FOREST HILLS ST,42.30887462,-71.10247235,"(42.30887462, -71.10247235)",1
I182029149,301,Robbery,ROBBERY - STREET,C6,194,,2018/4/19 3:48,2018,4,Thursday,3,Part One,DORCHESTER AVE,42.33138444,-71.05697531,"(42.33138444, -71.05697531)",1
I182028362,301,Robbery,ROBBERY - STREET,B3,466,,2018/4/14 1:00,2018,4,Saturday,1,Part One,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)",1
I182028184,301,Robbery,ROBBERY - STREET,C11,403,,2018/4/15 12:53,2018,4,Sunday,12,Part One,FULLER ST,42.28314378,-71.06766456,"(42.28314378, -71.06766456)",1
I182027830,301,Robbery,ROBBERY - STREET,A1,111,,2018/4/14 6:39,2018,4,Saturday,6,Part One,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)",1
I182027815,301,Robbery,ROBBERY - STREET,A7,16,,2018/4/14 3:28,2018,4,Saturday,3,Part One,FALCON ST,42.38196252,-71.03026651,"(42.38196252, -71.03026651)",1
I182027766,301,Robbery,ROBBERY - STREET,A7,14,,2018/4/13 22:51,2018,4,Friday,22,Part One,BENNINGTON ST,42.38305084,-71.0173536,"(42.38305084, -71.01735360)",1
I182027579,301,Robbery,ROBBERY - STREET,D4,172,,2018/4/13 11:36,2018,4,Friday,11,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)",1
I182027492,301,Robbery,ROBBERY - STREET,D4,624,,2018/4/13 0:05,2018,4,Friday,0,Part One,BROOKLINE AVE,42.34717072,-71.09855075,"(42.34717072, -71.09855075)",1
I182027379,301,Robbery,ROBBERY - STREET,B2,329,,2018/4/12 19:54,2018,4,Thursday,19,Part One,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)",1
I182027139,301,Robbery,ROBBERY - STREET,B2,290,,2018/4/11 21:04,2018,4,Wednesday,21,Part One,ROXBURY ST,42.3300733,-71.09126467,"(42.33007330, -71.09126467)",1
I182026908,301,Robbery,ROBBERY - STREET,A7,16,,2018/4/11 9:30,2018,4,Wednesday,9,Part One,NEPTUNE RD,42.38043677,-71.02611991,"(42.38043677, -71.02611991)",1
I182026868,301,Robbery,ROBBERY - STREET,D14,783,,2018/4/10 22:47,2018,4,Tuesday,22,Part One,COMMONWEALTH AVE,42.34888559,-71.14007361,"(42.34888559, -71.14007361)",1
I182026820,301,Robbery,ROBBERY - STREET,B3,468,,2018/4/10 19:30,2018,4,Tuesday,19,Part One,WELLINGTON HILL ST,42.28039667,-71.09473186,"(42.28039667, -71.09473186)",1
I182026600,301,Robbery,ROBBERY - STREET,D4,598,,2018/4/10 2:30,2018,4,Tuesday,2,Part One,DALTON ST,42.34634313,-71.08482013,"(42.34634313, -71.08482013)",1
I182026236,301,Robbery,ROBBERY - STREET,A1,115,,2018/4/8 19:00,2018,4,Sunday,19,Part One,SOUTH ST,42.35110203,-71.05735186,"(42.35110203, -71.05735186)",1
I182026032,301,Robbery,ROBBERY - STREET,D4,170,,2018/4/7 23:01,2018,4,Saturday,23,Part One,E CONCORD ST,42.33753031,-71.07448985,"(42.33753031, -71.07448985)",1
I182026005,301,Robbery,ROBBERY - STREET,E13,510,,2018/4/7 20:34,2018,4,Saturday,20,Part One,MORTON ST,42.30016125,-71.10898052,"(42.30016125, -71.10898052)",1
I182025841,301,Robbery,ROBBERY - STREET,C11,359,,2018/4/7 2:30,2018,4,Saturday,2,Part One,WASHINGTON ST,42.29451037,-71.07197241,"(42.29451037, -71.07197241)",1
I182025789,301,Robbery,ROBBERY - STREET,A7,26,,2018/4/7 2:30,2018,4,Saturday,2,Part One,MERIDIAN ST,42.38289141,-71.03930932,"(42.38289141, -71.03930932)",1
I182025760,301,Robbery,ROBBERY - STREET,D14,790,,2018/4/6 22:55,2018,4,Friday,22,Part One,STRATHMORE RD,42.33777155,-71.14740953,"(42.33777155, -71.14740953)",1
I182025489,301,Robbery,ROBBERY - STREET,C11, ,,2018/4/5 20:00,2018,4,Thursday,20,Part One,,42.30521265,-71.0683617,"(42.30521265, -71.06836170)",1
I182025460,301,Robbery,ROBBERY - STREET,A1,111,,2018/4/5 18:18,2018,4,Thursday,18,Part One,TREMONT ST,42.35311007,-71.06432264,"(42.35311007, -71.06432264)",1
